"area_code","bezirk","time","population_total","unemp","outside_labour_force","unemp_rate","rental_price","gross_income","download_speed","flood_risk","nuts3","gdp","schools","area_in_km2","pop_density","real_estate_price","duration_car_in_min_urban_centre","duration_train_in_min_urban_centre","c_500","c_1000","c_10_19","c_20_49","c_50_99","c_250_499","c_100_250","rural_level","district_type","land_price","universities_within_5km","fhs_within_5km","year","rental_rate","w_permit_1_2","w_permit_3_10","w_permit_11","green_ratio","green_with_arable_ratio"
101,"Eisenstadt urban area <101>",2017,14339,462,7082,0.0636626705250103,10,38418.3366686055,2056.09598893499,0.032957069536912,"AT112",31700,20,42.88,334.398320895522,1199,42.7833333333333,85.85,3,3,61,56,13,7,18,103,"urban",169.7,1,1,2017,39.6329569690089,167,5,12,0.300403654132144,0.656256639048226
102,"Rust urban area <102>",2017,1900,37,927,0.0380267214799589,8.5,31475.3215659955,1224.13320754717,0.57450341612446,"AT112",31700,2,20.01,94.9525237381309,1698,53.4666666666667,600,0,0,7,3,0,0,1,410,"rural",110.2,0,0,2017,17.2225483190418,29,3,2,0,0
103,"Eisenstadt surroundings <103>",2017,42309,1085,20502,0.0497546659329573,9.6,36094.7995355992,1191.95694215448,0.0603426291227594,"AT112",31700,25,453.14,93.3684953877389,1593,42.7833333333333,105.216666666667,2,0,113,50,13,1,5,310,"rural",96.9,0,0,2017,14.0656879301451,586,30,4,0.251939180255619,0.580894667254297
104,"G ssing <104>",2017,26033,822,13346,0.0647907306691889,7.5,31511.5145288165,921.890413630637,0.0147439359218644,"AT113",27200,34,485.34,53.6386862817818,816,67.3,600,0,0,69,41,4,0,7,430,"rural",11.9,0,0,2017,10.8742866725753,230,18,0,0.444730728616684,0.770665258711721
105,"Jennersdorf <105>",2017,17298,409,8439,0.046167739022463,7.8,30273.3499082455,1059.22918899249,0.091667165073011,"AT113",27200,18,253.34,68.2797821109971,1224,63.45,127.983333333333,0,0,47,32,8,0,4,430,"rural",11.1,0,0,2017,13.2339730733144,128,10,2,0.37569577225409,0.697556830252815
106,"Mattersburg <106>",2017,39804,1202,19276,0.0585541699142634,8.5,34064.1307023256,1303.95205905957,0.0148267629962937,"AT112",31700,27,237.83,167.363242652315,1294,49.3833333333333,73,0,0,121,69,18,4,13,410,"rural",71.9,0,0,2017,16.8519570022484,379,23,8,0.38349930158158,0.758752759879241
107,"Neusiedl am See <107>",2017,58383,1386,28535,0.0464352720450281,10.1,34324.2465308266,1893.54277822145,0.115791823839745,"AT112",31700,47,1038.64,56.2110067010706,1804,43.55,79.5166666666667,1,0,186,96,35,1,18,430,"rural",121.8,0,0,2017,16.613006153049,919,53,28,0.0750834912016874,0.643722047536277
108,"Oberpullendorf <108>",2017,37752,1090,19149,0.0585927001021341,7.8,32896.7855630841,1180.1614595242,0.00380889587072342,"AT111",26000,48,701.44,53.8207116788321,1104,69.2333333333333,600,0,0,117,69,18,3,8,430,"rural",21.7,0,0,2017,9.33911815595892,373,31,4,0.47499386573907,0.850324033312645
109,"Oberwart <109>",2017,54124,2015,27098,0.0745578331976615,8.1,31433.808309785,831.670805561,0.036429679909486,"AT113",27200,63,732.58,73.8813508422288,954,70.4,600,0,0,137,103,26,7,16,420,"rural",21.9,0,0,2017,15.9890412752722,368,25,10,0.458612473721093,0.820953048353188
201,"Klagenfurt urban area <201>",2017,99790,4722,48689,0.0924052366881274,11.3,32992.3885449554,1062.35887415622,0.0298266452614079,"AT211",42100,74,120.12,830.752580752581,2130,0,0,11,6,348,189,60,14,44,101,"urban",149,2,1,2017,46.7390839111478,375,37,89,0.304782008605992,0.517171389136965
202,"Villach urban area <202>",2017,61662,3413,30257,0.108676962267155,11.5,32045.061774387,1547.35870264834,0.0259566806159578,"AT211",42100,34,134.99,456.7893918068,2237,37.05,54.3833333333333,1,2,172,91,27,6,25,102,"urban",108.5,0,0,2017,51.9895517705208,195,36,58,0.550413350846017,0.57745499497798
210,"Feldkirchen <210>",2017,30102,875,14724,0.0568994667707114,9,29053.9984696328,319.883655936205,0.0102930022099929,"AT212",27000,23,558.49,53.8989059786209,1100,29.3833333333333,40.9833333333333,0,0,78,48,13,1,8,410,"rural",56.5,0,0,2017,19.3304351631389,227,10,3,0.724362606232295,0.767882436260623
203,"Hermagor <203>",2017,18329,550,9129,0.0597826086956522,8.2,27462.5842368113,632.015413660718,0.0140879955464046,"AT212",27000,15,808.13,22.6807568089293,3235,60.85,134.4,0,0,39,38,7,0,4,430,"rural",52.7,0,0,2017,13.5115899248091,84,8,2,0.793001275223164,0.817668091916085
204,"Klagenfurt rural area <204>",2017,59344,1731,29373,0.0577558306362817,10.3,33610.2633258133,518.163277029223,0.0103971429990136,"AT211",42100,29,765.64,77.509012068335,2508,20.3833333333333,45.3333333333333,0,0,108,72,18,0,8,310,"rural",68,0,0,2017,16.2857175421739,557,35,26,0.602265642617427,0.717059970551952
205,"Sankt Veit an der Glan <205>",2017,55185,1499,27222,0.0536065515145013,8.3,30801.4410452629,579.300709204724,0.0222895391373106,"AT213",31400,39,1493.58,36.9481380307717,1207,27.1,45.9833333333333,4,1,141,84,30,2,13,410,"rural",51.3,0,0,2017,28.1467672504804,256,7,2,0.709005938790951,0.76775109301874
206,"Spittal an der Drau <206>",2017,76544,3351,38299,0.0876192966400837,9.9,29001.3799886419,466.379912430051,0.0410429227470084,"AT212",27000,57,2764.99,27.6832827605163,2312,53.4166666666667,83.55,1,2,204,131,30,5,7,410,"rural",58.1,0,0,2017,22.9065205504388,431,44,8,0.688423967828611,0.707243226179074
207,"Villach rural area <207>",2017,64727,2187,32172,0.0671786207955767,11.1,31824.9890168288,593.797181503577,0.0137652151025707,"AT211",42100,43,1009.29,64.1312209573066,2000,40.8166666666667,91.7,0,0,131,79,18,1,15,310,"rural",55.6,0,0,2017,18.2691228496859,455,24,9,0.733241290170965,0.771448994379492
208,"V lkermarkt <208>",2017,42158,1522,20693,0.0709061262520382,8.5,30186.1773034054,577.898719700508,0.0076130237289874,"AT213",31400,31,907.61,46.4494661804079,2764,30.4666666666667,48.1666666666667,1,1,87,49,22,2,9,430,"rural",31.5,0,0,2017,16.3478884397488,267,14,4,0.623114378978647,0.79157584236154
209,"Wolfsberg <209>",2017,53236,1357,25644,0.0491809220063787,8.3,30951.6264805302,1018.27116188949,0.00917018432455008,"AT213",31400,39,973.65,54.6767318851743,1493,48.4666666666667,82.3333333333333,3,0,134,96,32,7,17,410,"rural",42.7,0,0,2017,21.343286722742,278,9,4,0.661224405760698,0.73863765042567
301,"Krems an der Donau urban area <301>",2017,24627,1003,12420,0.0821659703448841,11.1,32006.9246919758,1418.85837187789,0.131535047531459,"AT124",29300,22,51.66,476.7131242741,1768,59.4666666666667,90.1666666666667,4,0,98,53,23,3,10,102,"urban",146,3,1,2017,44.9789154125161,162,15,23,0.310590789269654,0.427663203597457
302,"Sankt P lten urban area <302>",2017,54213,2807,26605,0.101673427991886,10.8,32470.2671128964,1603.50969573284,0.0616356199407453,"AT123",43400,59,108.44,499.935448174105,1726,55.55,36.5166666666667,8,11,176,116,39,7,37,102,"urban",111.6,2,1,2017,43.5351460973138,284,11,56,0.150609275006575,0.67695274831244
303,"Waidhofen an der Ybbs urban area <303>",2017,11393,187,5499,0.0317271801832372,8.7,33238.7828858808,997.931166902404,0.0050129766078435,"AT121",34000,13,131.56,86.5992702949225,1728,55.6666666666667,59.1333333333333,1,0,32,19,7,2,4,220,"rural",53.6,0,0,2017,23.6426736593107,49,0,1,0.421530774471951,0.421530774471951
304,"Wiener Neustadt urban area <304>",2017,44461,2826,21656,0.123920192940145,10.4,31996.2612924399,2087.41214695752,0.00302470670156427,"AT122",30800,42,60.94,729.586478503446,2377,44.9166666666667,40.9,2,3,152,100,35,2,17,102,"urban",184.8,0,1,2017,50.756224019818,286,33,46,0.298941444459333,0.590915181562374
305,"Amstetten <305>",2017,115355,2353,52688,0.0375476726187627,9,32959.0504304944,866.451680739608,0.0744277559296128,"AT121",34000,98,1187.73,97.1222415868926,1418,41.3166666666667,28.7333333333333,7,2,280,209,67,11,27,102,"urban",58.6,0,0,2017,20.840259641167,871,53,30,0.328544680851064,0.598544680851064
306,"Baden <306>",2017,145235,5724,69276,0.0753564422912361,11.6,36247.2320593692,2112.3582819378,0.0428803381367284,"AT127",49500,82,753.64,192.711374130885,2602,35.55,40.15,4,0,367,187,52,10,34,102,"urban",173.8,0,0,2017,29.1957528261583,941,69,56,0.507939416947023,0.74764042884633
307,"Bruck an der Leitha <307>",2017,99759,3572,47776,0.0687147721370448,11.9,36160.9661944674,1759.49552096034,0.14276552096396,"AT127",49500,52,703.11,141.882493493195,2880,36.1,46.7833333333333,5,5,280,181,45,9,34,102,"urban",146,0,0,2017,29.2056189394398,1260,37,71,0.198915927954379,0.80553046129524
308,"G nserndorf <308>",2017,101115,4046,48530,0.0769420937529714,10.5,34469.9320801384,1867.9313333517,0.0335376536181162,"AT126",28000,71,1271.4,79.5304388862671,2269,42.1166666666667,52.9166666666667,1,1,207,111,26,5,12,310,"rural",91,0,0,2017,12.8231888213636,1305,48,49,0.129109219612444,0.822702183447374
309,"Gm nd <309>",2017,37490,1303,18335,0.0680240146175933,7.7,30183.6153935736,1060.10112280333,0.0229494988068265,"AT124",29300,38,786.39,47.6735462048093,437,71.75,240,3,1,102,59,15,2,9,420,"rural",18.2,0,0,2017,13.014944470196,213,1,3,0.52957383573351,0.736750130744799
310,"Hollabrunn <310>",2017,50767,1429,24930,0.055308278824941,9.4,32942.8268577041,1100.90247852714,0.00673994148684467,"AT125",22900,51,1010.88,50.2205998733777,1616,52.65,71.45,0,0,108,68,24,2,6,420,"rural",30.2,0,0,2017,11.2361490550599,520,22,14,0.195126842474682,0.770510378020656
311,"Horn <311>",2017,31472,672,15384,0.0417702635504724,8.5,31732.8370392432,1038.70349006801,0.00810686040284848,"AT124",29300,38,784,40.1428571428571,800,70.5166666666667,125.1,2,0,78,37,16,0,10,420,"rural",23.2,0,0,2017,12.2593909121278,191,4,1,0.291858892526259,0.886674166108422
312,"Korneuburg <312>",2017,89481,2629,41779,0.055112993165905,12.4,39429.7439927461,1321.18839513677,0.153085718741421,"AT126",28000,47,661.84,135.200350537894,3650,27.7333333333333,40.0666666666667,2,1,256,127,44,6,27,310,"rural",180.9,0,0,2017,18.0133116900707,944,54,38,0.19711888319596,0.817331254176877
313,"Krems rural area <313>",2017,56794,1177,26271,0.0385610850833797,9.8,31845.3201257884,1123.44925741095,0.0752193108038093,"AT124",29300,44,923.92,61.4706901030392,2349,60.1333333333333,95,0,0,103,89,20,0,4,410,"rural",46.9,0,0,2017,11.9012685747097,448,23,11,0.495947106111117,0.75384941297149
314,"Lilienfeld <314>",2017,26169,840,12635,0.0620659080833456,7.9,30734.315599665,572.093840751827,0.0294968791123782,"AT122",30800,26,931.65,28.0888745773627,932,72.4333333333333,94.5166666666667,1,1,56,39,13,2,11,430,"rural",66.9,0,0,2017,23.0466308532487,117,1,6,0.810334885310324,0.811819230276366
315,"Melk <315>",2017,77544,1394,35901,0.0334750138078429,8.5,31076.8494090158,1112.21563829641,0.0775855640634274,"AT121",34000,64,1013.56,76.5065708986148,1088,64.0666666666667,60.3166666666667,2,0,176,127,39,4,18,410,"rural",41.4,0,0,2017,16.704753377307,575,40,26,0.41027381980077,0.685548561063853
316,"Mistelbach <316>",2017,75567,2193,36259,0.0557901699399613,10.1,34562.5849260095,956.519735469376,0.00734624310022179,"AT125",22900,75,1291.72,58.5010683429845,3161,55.0833333333333,95.7166666666667,0,0,170,116,26,4,13,420,"rural",41.6,0,0,2017,8.97770621688564,668,35,25,0.145722981590004,0.801120404347044
317,"M dling <317>",2017,118088,3633,56767,0.0592456091714095,13.1,43669.4410422515,2016.6065746859,0.0255332816453931,"AT127",49500,57,276.99,426.325860139355,2931,38.4166666666667,35.4166666666667,8,11,437,251,85,24,67,102,"urban",395.8,0,0,2017,25.8234138747763,600,65,47,0.438645716423494,0.650542461653573
318,"Neunkirchen <318>",2017,86632,3360,42435,0.0760232594972509,8.5,32458.8993584811,1199.8175656131,0.0322035443821719,"AT122",30800,77,1146.92,75.5344749415827,1013,50.4333333333333,56,4,1,206,102,33,5,18,410,"rural",64.4,0,0,2017,24.1098784643312,481,16,35,0.69715768595619,0.765686026090224
