"area_code","bezirk","time","population_total","unemp","outside_labour_force","unemp_rate","rental_price","gross_income","download_speed","flood_risk","nuts3","gdp","schools","area_in_km2","pop_density","real_estate_price","duration_car_in_min_urban_centre","duration_train_in_min_urban_centre","c_500","c_1000","c_10_19","c_20_49","c_50_99","c_250_499","c_100_250","rural_level","district_type","land_price","universities_within_5km","fhs_within_5km","year","rental_rate","w_permit_1_2","w_permit_3_10","w_permit_11","green_ratio","green_with_arable_ratio"
206,"Spittal an der Drau <206>",2023,75803,1978,38415,0.0529046752968867,11.6,37794.5015289186,466.379912430051,0.0409697300274489,"AT212",35000,57,2764.99,27.4152890245534,3375,53.4166666666667,83.55,2,1,224,142,43,5,9,410,"rural",73.8,0,0,2023,23.5856405381497,506,30,9,0.688423967828611,0.707243226179074
207,"Villach rural area <207>",2023,65727,1583,32965,0.0483181734936817,13.3,41597.2675359942,593.797181503577,0.0139427883821513,"AT211",50200,43,1009.29,65.1220164670214,3958,40.8166666666667,91.7,0,0,131,82,20,1,16,310,"rural",84.1,0,0,2023,18.602985984156,667,54,5,0.733241290170965,0.771448994379492
208,"V lkermarkt <208>",2023,42058,1207,20931,0.057130685852227,9.7,38178.946657636,577.898719700508,0.00764720252098702,"AT213",40200,31,907.61,46.3392866980311,3951,30.4666666666667,48.1666666666667,0,1,83,58,17,3,17,430,"rural",51.9,0,0,2023,17.3746642261155,289,17,5,0.623114378978647,0.79157584236154
209,"Wolfsberg <209>",2023,52283,1006,26018,0.0383019227108319,9.3,40032.9415378107,1018.27116188949,0.00910241694930106,"AT213",40200,39,973.65,53.6979407384584,1954,48.4666666666667,82.3333333333333,4,0,137,100,28,7,20,410,"rural",64.9,0,0,2023,21.6558921137946,247,8,4,0.661224405760698,0.73863765042567
301,"Krems an der Donau urban area <301>",2023,25271,798,13110,0.0656196036510155,12,38923.4258134953,1418.85837187789,0.131535047531459,"AT124",36600,22,51.66,489.179248935347,2997,59.4666666666667,90.1666666666667,5,0,92,58,17,6,14,102,"urban",243.4,3,1,2023,47.7011494252874,42,19,22,0.310590789269654,0.427663203597457
302,"Sankt P lten urban area <302>",2023,57639,2386,28303,0.0813335151349877,11.4,39522.0456925231,1603.50969573284,0.0616356199407453,"AT123",49200,59,108.44,531.528956104758,3128,55.55,36.5166666666667,10,11,182,144,61,12,41,102,"urban",177.6,2,1,2023,46.0216813254244,373,14,39,0.150609275006575,0.67695274831244
303,"Waidhofen an der Ybbs urban area <303>",2023,11126,161,5446,0.0283450704225352,9.4,42396.9795863747,997.931166902404,0.0050129766078435,"AT121",38500,13,131.56,84.5697780480389,1560,55.6666666666667,59.1333333333333,1,0,38,19,5,3,3,220,"rural",109.7,0,0,2023,24.7235458059876,39,1,4,0.421530774471951,0.421530774471951
304,"Wiener Neustadt urban area <304>",2023,47878,2412,22987,0.0969024948776666,11.3,38862.9249628284,2087.41214695752,0.00302470670156427,"AT122",35000,42,60.94,785.658024286183,2825,44.9166666666667,40.9,4,5,148,100,29,2,18,102,"urban",308,0,1,2023,51.8964876800528,243,14,49,0.298941444459333,0.590915181562374
305,"Amstetten <305>",2023,117972,2085,55449,0.0333477280360827,10,41861.3851547322,866.451680739608,0.0744806078031501,"AT121",38500,98,1187.73,99.3256043040085,2391,41.3166666666667,28.7333333333333,8,3,296,210,69,10,34,102,"urban",77,0,0,2023,22.8287148967826,958,40,38,0.328544680851064,0.598544680851064
306,"Baden <306>",2023,149580,4388,71941,0.0565179870941151,12.6,45204.1900875217,2112.3582819378,0.0427826098591274,"AT127",54900,82,753.64,198.476726288414,3618,35.55,40.15,2,0,402,200,56,11,41,102,"urban",267.2,0,0,2023,29.1312841366663,858,44,50,0.507939416947023,0.74764042884633
307,"Bruck an der Leitha <307>",2023,108570,2868,52203,0.0508808345308425,12.7,44842.684446774,1759.49552096034,0.143240045501813,"AT127",54900,52,703.11,154.413960831164,3235,36.1,46.7833333333333,5,4,307,178,63,17,41,102,"urban",222,0,0,2023,29.8493089121443,871,17,23,0.198915927954379,0.80553046129524
308,"G nserndorf <308>",2023,108178,3598,52408,0.0645149722072799,11.5,43127.1189397541,1867.9313333517,0.0330941902233606,"AT126",35600,71,1271.4,85.0857322636464,3467,42.1166666666667,52.9166666666667,0,1,214,134,25,8,13,310,"rural",164.2,0,0,2023,13.6488176234784,1067,10,28,0.129109219612444,0.822702183447374
309,"Gm nd <309>",2023,35939,770,18261,0.0435569634574047,8.6,38653.7380135059,1060.10112280333,0.022878082415254,"AT124",36600,38,786.39,45.7012423860934,884,71.75,240,1,3,99,56,21,1,11,420,"rural",26.4,0,0,2023,14.0223463687151,236,3,0,0.52957383573351,0.736750130744799
310,"Hollabrunn <310>",2023,52058,1064,26313,0.0413284132841328,10.4,41971.2964954771,1100.90247852714,0.00671982039980938,"AT125",28500,51,1010.88,51.4977049699272,3150,52.65,71.45,1,0,116,76,19,1,8,420,"rural",59,0,0,2023,12.6502323081058,618,23,24,0.195126842474682,0.770510378020656
311,"Horn <311>",2023,31052,355,15621,0.0230056380014257,9.4,40152.1948401858,1038.70349006801,0.0081352481019277,"AT124",36600,38,784,39.6071428571429,1391,70.5166666666667,125.1,0,1,84,49,10,2,13,420,"rural",49.5,0,0,2023,13.9272351954587,269,7,0,0.291858892526259,0.886674166108422
312,"Korneuburg <312>",2023,92983,2008,43864,0.0408803110812517,13,49179.7360703913,1321.18839513677,0.153389023319223,"AT126",35600,47,661.84,140.491659615617,3996,27.7333333333333,40.0666666666667,3,0,275,147,42,12,31,310,"rural",273.9,0,0,2023,18.9076035163988,734,38,36,0.19711888319596,0.817331254176877
313,"Krems rural area <313>",2023,56876,751,27136,0.0252521856086079,10.6,40994.8908838742,1123.44925741095,0.0751666855269881,"AT124",36600,44,923.92,61.5594423759633,2335,60.1333333333333,95,0,0,121,108,24,0,6,410,"rural",71.3,0,0,2023,13.7904264516471,501,20,3,0.495947106111117,0.75384941297149
314,"Lilienfeld <314>",2023,25380,654,12540,0.0509345794392523,8.5,39176.970184402,572.093840751827,0.0293222837048989,"AT122",35000,26,931.65,27.2419900177105,1110,72.4333333333333,94.5166666666667,0,1,59,37,14,5,10,430,"rural",71.6,0,0,2023,23.6570615439345,74,2,5,0.810334885310324,0.811819230276366
315,"Melk <315>",2023,79176,1187,37760,0.0286604210932973,9.5,39113.2299193104,1112.21563829641,0.0776401184603057,"AT121",38500,64,1013.56,78.1167370456608,1500,64.0666666666667,60.3166666666667,2,0,206,139,49,3,21,410,"rural",52.3,0,0,2023,19.3549199949603,724,28,16,0.41027381980077,0.685548561063853
316,"Mistelbach <316>",2023,77120,1676,38281,0.0431525013517341,11.3,43418.9112765378,956.519735469376,0.00731060596497753,"AT125",28500,75,1291.72,59.7033412813922,3168,55.0833333333333,95.7166666666667,1,1,191,130,22,7,15,420,"rural",77.6,0,0,2023,10.1087195967397,677,34,11,0.145722981590004,0.801120404347044
317,"M dling <317>",2023,121039,2464,57598,0.0388392364559197,14.4,53164.4474227982,2016.6065746859,0.0256874196154426,"AT127",54900,57,276.99,436.979674356475,3492,38.4166666666667,35.4166666666667,10,14,461,283,92,22,80,102,"urban",591.6,0,0,2023,26.8810193858266,590,21,57,0.438645716423494,0.650542461653573
318,"Neunkirchen <318>",2023,87305,2596,43197,0.0588555364106285,9.2,40978.321693096,1199.8175656131,0.0327605371760912,"AT122",35000,77,1146.92,76.1212639068113,1696,50.4333333333333,56,2,0,219,105,36,7,17,410,"rural",83.3,0,0,2023,25.2772405269001,513,17,28,0.69715768595619,0.765686026090224
319,"Sankt P lten rural area <319>",2023,134046,2756,64343,0.0395391876963689,11,44295.2061439344,1319.19787932093,0.0406137892837342,"AT123",49200,81,1286.88,104.163558373741,3143,55.55,36.5166666666667,1,3,266,169,49,4,28,310,"rural",113,0,0,2023,20.5130114846648,936,55,44,0.42202882570686,0.685642277703394
320,"Scheibbs <320>",2023,42006,607,19853,0.0274003520967815,9.3,39007.1437667378,973.750341373432,0.0263455679703482,"AT121",38500,32,1023.46,41.0431282121431,1759,66.2,107.683333333333,0,1,119,78,21,7,14,420,"rural",66.3,0,0,2023,19.573394277008,217,16,2,0.6186668746831,0.676186668746831
321,"Tulln <321>",2023,109009,2016,52104,0.0354274668306827,13.1,48040.9181010553,1729.54444744465,0.172992742449841,"AT126",35600,64,734.42,148.428692029084,3868,43.2666666666667,44.8166666666667,4,1,274,156,38,7,24,310,"rural",198.7,0,0,2023,19.4363264411485,1084,71,44,0.288164828597816,0.728608681479872
322,"Waidhofen an der Thaya <322>",2023,25551,465,12661,0.0360744763382467,9.3,37703.554047879,1037.92902723041,0.0194024537917247,"AT124",36600,28,669.03,38.1911125061656,1138,101.833333333333,600,0,0,83,42,19,5,7,430,"rural",25.6,0,0,2023,10.0911687600266,186,2,1,0.282831659398599,0.849634570677526
323,"Wiener Neustadt rural area <323>",2023,80854,2090,38714,0.0495965828191742,10.3,42891.010085302,1705.6764744049,0.0232890029904792,"AT122",35000,59,969.84,83.3683906623773,1799,44.9166666666667,40.9,3,0,176,100,41,6,23,410,"rural",111,0,0,2023,20.7756232686981,873,25,16,0.617116740226327,0.789152216202648
325,"Zwettl <325>",2023,41765,511,20152,0.0236431777171147,9.2,37772.9442402011,997.456755666819,0.00798476837283882,"AT124",36600,60,1399.9,29.8342738767055,1738,85.0166666666667,600,1,1,109,74,14,4,13,430,"rural",27.2,0,0,2023,11.2195706919295,303,6,1,0.47395461681176,0.786563436563437
401,"Linz urban area <401>",2023,210118,8144,97256,0.0721589197426946,12.9,40324.3380024158,1801.18757742148,0.0973964419052788,"AT312",64200,139,95.99,2188.9571830399,3521,0,0,33,34,641,441,168,61,147,101,"urban",531.1,3,2,2023,72.6748279006478,168,76,115,0.223176661264182,0.366207455429498
402,"Steyr urban area <402>",2023,37917,2028,18507,0.104482225656878,10.3,40409.8941747158,1392.52203053435,0.121649201456724,"AT314",47800,35,26.56,1427.59789156627,2907,35.05,41.2666666666667,3,4,110,55,13,6,13,102,"urban",234.3,0,1,2023,63.872969136127,33,3,0,0.114108640174991,0.359825009114109
403,"Wels urban area <403>",2023,64385,2729,30373,0.0802363871574738,12.3,37199.0717901181,1449.25681359045,0.0123830205594677,"AT312",64200,41,45.92,1402.11236933798,2168,26.4166666666667,23.8,7,9,209,119,60,26,33,102,"urban",323.7,0,1,2023,54.1575995341282,313,11,25,0.0753623188405797,0.397929606625259
404,"Braunau <404>",2023,109443,2360,50457,0.0400094937781847,11.9,38790.4897175212,1073.37001384653,0.0321669510570833,"AT311",44800,83,1040.84,105.148726028977,3394,60.55,60.9333333333333,8,4,267,169,51,14,25,410,"rural",122.2,0,0,2023,21.6892198710381,942,98,47,0.344540953621329,0.64625609300633
405,"Eferding <405>",2023,33820,451,15645,0.0248143053645117,10.2,41248.9375487845,915.223302125718,0.199439728199639,"AT312",64200,21,259.72,130.217156938241,3789,29.7333333333333,40.7833333333333,1,0,80,59,25,6,10,410,"rural",131.3,0,0,2023,20.2246526751404,205,18,5,0.218049369668604,0.683739714652374
406,"Freistadt <406>",2023,67964,849,31923,0.0235565050914237,9.8,42317.21044738,792.551660969213,0.00051248913238067,"AT313",33300,56,993.96,68.376997062256,2135,37.1833333333333,50.783333333333,0,0,171,115,38,5,15,310,"rural",86.8,0,0,2023,18.9630890205974,522,16,23,0.475833948824833,0.596638910529458
407,"Gmunden <407>",2023,103355,1572,49676,0.0292851953277818,13,42069.0070747408,756.42210746815,0.0108656268495808,"AT315",43700,70,1431.58,72.196454267313,3604,49.1666666666667,54.4666666666667,3,0,289,189,58,16,52,410,"rural",202.6,0,0,2023,23.7781364466652,519,85,26,0.698923824777319,0.762082385006603
408,"Grieskirchen <408>",2023,66303,965,30538,0.0269816860058717,10.9,41143.2668970047,1079.79550916864,0.0139634398657201,"AT311",44800,51,579.06,114.501087970159,2432,40.0333333333333,37.6166666666667,0,1,207,113,39,10,25,410,"rural",76.6,0,0,2023,16.9988276670574,595,27,18,0.148885515147333,0.627354909944103
409,"Kirchdorf <409>",2023,58119,1040,27224,0.0336624049198899,9.9,40264.6784433341,1078.94887698132,0.0220654620671214,"AT311",44800,50,1240.01,46.8697833081991,2644,34.2833333333333,45.7666666666667,4,1,149,105,33,6,23,410,"rural",111.5,0,0,2023,24.0791888970853,378,34,9,0.628260574132845,0.745933025828783
410,"Linz rural area <410>",2023,155441,3564,72138,0.0427835732206523,11.9,44417.865245422,1240.94347171631,0.0529038747039587,"AT312",64200,64,460.41,337.614300297561,2782,13.5333333333333,26.45,9,6,376,252,106,30,63,310,"rural",274.3,0,0,2023,34.2566961425093,1053,67,78,0.139209169054441,0.756148997134671
411,"Perg <411>",2023,70516,1146,32858,0.0304317807637155,9.9,42091.7506491089,920.10042593722,0.0912116032490435,"AT313",33300,53,613.52,114.936758377885,2183,29.95,40,2,2,146,130,37,5,19,410,"rural",100.8,0,0,2023,22.2148587865371,484,10,8,0.365982716008426,0.606415976910445
412,"Ried <412>",2023,62949,1125,28925,0.0330648953679755,11.1,38972.3610277934,1056.00272836681,0.0336378230189677,"AT311",44800,63,584.96,107.612486323851,2811,73.7333333333333,70.85,5,3,195,147,47,12,25,410,"rural",69.8,0,0,2023,20.452287458012,516,52,37,0.181988131581655,0.653346139333859
413,"Rohrbach <413>",2023,57272,593,26998,0.0195877650789456,8.8,40871.3905284538,715.631767856753,0.00426072169197583,"AT313",33300,57,817.58,70.050637246508,3169,46.3166666666667,114.583333333333,2,0,170,107,38,5,20,420,"rural",41.1,0,0,2023,14.6267928408358,431,10,11,0.398967413670545,0.533777295571601
414,"Sch rding <414>",2023,58061,840,27838,0.0277934023756742,10,38920.9864866705,1107.9287993734,0.0439522328500849,"AT311",44800,49,618.44,93.8829959252312,3104,72.2166666666667,51.4166666666667,2,1,161,110,39,3,18,430,"rural",47.1,0,0,2023,16.6340844394142,521,19,19,0.252061558719447,0.591934820179409
415,"Steyr rural area <415>",2023,62063,1190,29853,0.0369450481217013,10.7,44236.7980791717,581.085618871108,0.00530973753430308,"AT314",47800,36,971.73,63.8685643131322,2143,60.0333333333333,80,2,0,142,93,29,2,21,410,"rural",137.7,0,0,2023,18.0055935962967,461,37,27,0.592541450697114,0.75127520789753
416,"Urfahr surroundings <416>",2023,87868,890,41457,0.0191764883325074,10.8,47981.4421103244,1650.81269699513,0.073228387149192,"AT312",64200,51,659.67,133.199933299983,3513,16.45,600,0,1,185,111,40,4,22,310,"rural",121.7,0,0,2023,17.9837162031727,554,39,27,0.360728613249485,0.553848298508387
417,"V cklabruck <417>",2023,141101,2554,65955,0.033987171639209,12.9,41399.970872346,835.887504145043,0.0370799347146161,"AT315",43700,91,1084.85,130.064985942757,3407,55,39.4333333333333,4,2,371,250,81,16,61,102,"urban",129.1,0,0,2023,22.8887553466012,999,110,38,0.406396132571004,0.554055687258867
418,"Wels rural area <418>",2023,76130,1241,34478,0.0297944876596562,11.7,44011.7127588854,1032.86330125533,0.0151007389386048,"AT312",64200,42,457.71,166.328024294859,3680,40.4,600,6,3,192,161,54,12,28,310,"rural",190,0,1,2023,21.097211363044,582,27,28,0.15380118225321,0.784964164302882
501,"Salzburg urban area <501>",2023,156619,4143,73745,0.0499915534425755,18.9,40278.7551681961,1380.95451142307,0.184953075561011,"AT323",65400,92,65.65,2385.66641279513,5111,0,0,17,14,588,393,112,30,99,101,"urban",1392.6,3,0,2023,57.0882809123039,123,68,32,0.196501381033802,0.236222543732737
502,"Hallein <502>",2023,61660,1042,28358,0.0312894120473245,15.2,41028.6819772198,647.275792657911,0.0515339619218348,"AT323",65400,44,668.35,92.2570509463604,4522,26.05,16.0166666666667,4,0,159,112,29,12,14,101,"urban",493.5,0,1,2023,31.3618096966554,218,35,10,0.681111931573442,0.68266568211187
503,"Salzburg surroundings <503>",2023,157440,1782,72584,0.021000282832092,16.2,44032.529609232,742.69798060355,0.00509920532883223,"AT323",65400,95,1004.47,156.739374993778,5322,15.2666666666667,15.8833333333333,3,3,496,305,117,24,86,310,"rural",409,3,0,2023,21.8828890235282,804,133,66,0.471806997154651,0.488027491684367
504,"St. Johann im Pongau <504>",2023,82565,1981,37645,0.0441006233303651,13.8,34452.4675371378,639.223165329661,0.00675154248344329,"AT322",49800,60,1755.37,47.0356676939904,4496,53.1333333333333,50.7166666666667,3,1,264,203,52,5,28,420,"rural",332.5,0,0,2023,31.0189816209702,320,65,48,0.724670887233167,0.724670887233167
505,"Tamsweg <505>",2023,20437,300,9745,0.0280583613916947,12.2,36525.8283115879,603.998703341173,0.00999779096213863,"AT321",40300,27,1019.65,20.0431520619821,3014,100,199.983333333333,0,0,73,42,9,0,9,420,"rural",131.9,0,0,2023,14.6515841535674,123,19,5,0.761729630065513,0.780353850378565
506,"Zell am See <506>",2023,89625,2484,41951,0.0521038721315602,14.9,33028.6693221527,660.188512217641,0.0275064285865546,"AT322",49800,73,2641.07,33.9351096335955,5051,81.5666666666667,119.216666666667,4,0,318,199,60,8,36,410,"rural",369.1,0,0,2023,27.0258558428427,439,58,44,0.649793064348483,0.649940470566002
601,"Graz urban area <601>",2023,298479,12135,135259,0.0743475064330352,12.7,39513.6050568101,1491.53360558022,0.0319828591230813,"AT221",57400,147,127.57,2339.72720859136,3209,0,0,19,30,893,558,192,46,108,101,"urban",415,4,0,2023,52.7071277533624,322,192,175,0.278471711976488,0.310139603232917
621,"Bruck-M rzzuschlag <621>",2023,98534,2250,51030,0.0473644324688447,9,41576.675507738,976.909276377044,0.014221220190164,"AT223",45200,65,2156.93,45.6825209904818,1341,59.3,90.8333333333333,6,2,227,135,35,9,27,410,"rural",66.6,0,0,2023,33.6467140807668,388,22,16,0.811261639550014,0.812788969997877
603,"Deutschlandsberg <603>",2023,61121,1260,29624,0.0400038098866559,10.6,41375.3919606164,626.438774517337,0.0349986818466817,"AT225",35300,44,863.47,70.7853196984261,2805,50.45,65.8,2,1,185,121,30,5,16,310,"rural",61.5,0,0,2023,15.6773360782968,406,49,4,0.632223985543341,0.696896683540491
606,"Graz surroundings <606>",2023,162408,2930,76267,0.0340140003018307,12.1,45570.8752863784,986.531438610138,0.0545388335142903,"AT221",57400,76,1084.55,149.746899635794,2956,25.8666666666667,57.4833333333333,7,4,435,269,95,18,63,310,"rural",129.5,0,0,2023,17.2038476581598,1242,144,45,0.573986420770848,0.645893348400782
622,"Hartberg-F rstenfeld <622>",2023,91215,1783,43983,0.0377498306233062,9.6,38184.8992943466,1357.99221587554,0.0617825276568307,"AT224",37200,85,1224.28,74.505015192603,1992,56.3166666666667,111.4,1,0,288,213,60,11,28,420,"rural",36,0,0,2023,15.4611360321134,673,52,23,0.463231797261025,0.691103570017975
610,"Leibnitz <610>",2023,86991,2147,41033,0.0467165673005788,11,40122.6824144169,870.26392445719,0.103362566700961,"AT225",35300,65,749.97,115.992639705588,2321,36.6666666666667,36.9666666666667,3,0,268,165,53,7,21,410,"rural",68.1,0,0,2023,18.560394299992,834,98,27,0.389978300517859,0.665162346739087
611,"Leoben <611>",2023,59944,1429,30660,0.0487979784182489,9.2,42463.1545791807,785.947900747064,0.0121669901138846,"AT223",45200,40,1053.49,56.9003977256547,1471,46.4333333333333,52.9333333333333,4,3,132,89,25,6,13,310,"rural",63.7,1,0,2023,43.4174377644065,175,9,4,0.804596492904582,0.811496010320608
612,"Liezen <612>",2023,79831,1604,39189,0.0394665616849564,10.9,36403.7680211383,649.565286599888,0.0240834844663611,"AT222",42900,72,3318.72,24.0547560505255,2826,100.116666666667,129.766666666667,6,0,225,142,44,8,23,420,"rural",105,0,0,2023,22.3632187370561,554,88,20,0.769000837312317,0.770930557097797
620,"Murtal <620>",2023,71657,1746,36478,0.0496318826572671,8.5,39847.0653934192,779.873317413427,0.0447421405658716,"AT226",38500,53,1675.81,42.7596207207261,1186,58.65,150.366666666667,2,0,183,104,36,8,26,410,"rural",77,0,0,2023,33.431027745213,449,26,3,0.77231694489181,0.807106478317456
614,"Murau <614>",2023,27314,362,13655,0.0265026722307636,9.4,38091.2782108801,540.835408589652,0.0179071560213603,"AT226",38500,33,1385.48,19.7144671882669,1361,75.9666666666667,155.35,0,0,60,36,12,1,10,420,"rural",67.8,0,0,2023,15.0930163886018,171,13,0,0.781483636363636,0.787781818181818
623,"S doststeiermark <623>",2023,84092,1502,40782,0.0346802124220734,9.8,37712.3170925655,465.363650910849,0.0556693497179732,"AT224",37200,68,982.96,85.5497680475299,1829,59.1666666666667,114.766666666667,2,0,220,171,46,7,29,410,"rural",37.3,0,0,2023,14.9876740225559,637,66,3,0.351358205018968,0.690797882052218
616,"Voitsberg <616>",2023,51239,1100,25535,0.0427948957360722,9.6,40604.1509604261,426.754892003387,0.0338485549246899,"AT225",35300,38,678.18,75.5536878114955,1652,48.4666666666667,52,1,1,125,57,23,5,8,310,"rural",63.8,0,0,2023,19.7925602433128,317,44,2,0.681612765518967,0.702191865514551
617,"Weiz <617>",2023,92373,1294,43644,0.0265550288329332,10.4,37803.7358531827,876.572404980677,0.0350552685399563,"AT224",37200,69,1097.94,84.1330127329362,2195,44.3333333333333,64.5166666666667,7,1,287,166,60,12,39,410,"rural",54.1,0,0,2023,17.8970240089939,687,54,4,0.562110704125839,0.633183347898035
701,"Innsbruck urban area <701>",2023,131358,3154,61468,0.0451280583774503,20.9,35756.7163391845,1520.24944468176,0.0173205862043937,"AT332",52200,86,104.91,1252.10180154418,6232,0,0,12,12,525,327,95,22,60,101,"urban",1622.4,2,2,2023,62.9969952652665,53,40,49,0.493939393939394,0.512477718360071
702,"Imst <702>",2023,62443,1400,28421,0.0411498442184469,13.7,35977.7048378736,827.658572058282,0.00871407730054008,"AT334",49300,65,1724.96,36.1996799925795,3624,41.8833333333333,66.8166666666667,3,0,195,145,46,4,20,410,"rural",221.7,0,0,2023,19.2332901699359,413,65,13,0.465931747577317,0.470927806370844
703,"Innsbruck rural area <703>",2023,184741,2743,85241,0.0275678391959799,16.4,40819.1254249894,3009.26110390993,0.0158559660944436,"AT332",52200,124,1990.17,92.8267434440274,4630,11.25,30.4333333333333,8,2,436,270,89,19,45,310,"rural",531.4,1,0,2023,26.4259954961492,683,178,59,0.610427936507936,0.625092063492063
704,"Kitzb hel <704>",2023,65770,1231,31977,0.0364276625336608,19.9,34556.050087335,858.049582008582,0.00747100327056141,"AT335",52700,48,1163.3,56.537436602768,6438,82.1333333333333,70.016666666667,1,1,221,150,44,7,23,410,"rural",680.4,0,0,2023,22.9959980596653,412,93,23,0.762792635608448,0.763929758773643
