"area_code","bezirk","time","population_total","unemp","outside_labour_force","unemp_rate","rental_price","gross_income","download_speed","flood_risk","nuts3","gdp","schools","area_in_km2","pop_density","real_estate_price","duration_car_in_min_urban_centre","duration_train_in_min_urban_centre","c_500","c_1000","c_10_19","c_20_49","c_50_99","c_250_499","c_100_250","rural_level","district_type","land_price","universities_within_5km","fhs_within_5km","year","rental_rate","w_permit_1_2","w_permit_3_10","w_permit_11","green_ratio","green_with_arable_ratio"
312,"Korneuburg <312>",2019,90889,2321,42007,0.0474816906018575,12.4,41542.6736946144,1321.18839513677,0.153979304537699,"AT126",29900,47,661.84,137.327752931222,3478,27.7333333333333,40.0666666666667,2,0,265,142,44,10,22,310,"rural",174.9,0,0,2019,18.3316142060373,938,66,26,0.19711888319596,0.817331254176877
313,"Krems rural area <313>",2019,56596,971,26086,0.0318256309406752,9.8,34053.2840765287,1123.44925741095,0.0753245900688649,"AT124",32100,44,923.92,61.2563858342714,1734,60.1333333333333,95,0,0,128,92,19,0,6,410,"rural",49.7,0,0,2019,12.6891811419343,495,41,9,0.495947106111117,0.75384941297149
314,"Lilienfeld <314>",2019,25812,763,12528,0.0574375188196326,7.9,32768.3939786203,572.093840751827,0.0292066021275759,"AT122",33200,26,931.65,27.7056834648205,979,72.4333333333333,94.5166666666667,1,1,67,39,12,4,12,430,"rural",62,0,0,2019,23.4627332078989,111,3,10,0.810334885310324,0.811819230276366
315,"Melk <315>",2019,77962,1353,35931,0.0321905260403036,8.5,33005.739630704,1112.21563829641,0.0777867680000516,"AT121",35900,64,1013.56,76.9189786495126,1220,64.0666666666667,60.3166666666667,2,0,186,141,39,2,22,410,"rural",44.9,0,0,2019,17.7552951873472,618,35,20,0.41027381980077,0.685548561063853
316,"Mistelbach <316>",2019,75483,1983,36085,0.0503325041880298,10.1,36808.2663311157,956.519735469376,0.0073643312625979,"AT125",24600,75,1291.72,58.4360387700121,3053,55.0833333333333,95.7166666666667,0,1,185,125,20,6,16,420,"rural",48.7,0,0,2019,9.16973774304455,732,22,32,0.145722981590004,0.801120404347044
317,"M dling <317>",2019,118998,3029,56394,0.0483834898728516,13.1,45714.2289003365,2016.6065746859,0.0255587248746873,"AT127",54500,57,276.99,429.611177298819,3157,38.4166666666667,35.4166666666667,9,13,459,277,82,20,74,102,"urban",396.3,0,0,2019,26.0948173052811,742,45,63,0.438645716423494,0.650542461653573
318,"Neunkirchen <318>",2019,86291,3072,41995,0.0693516344590934,8.5,34655.8265098567,1199.8175656131,0.0326224853388837,"AT122",33200,77,1146.92,75.2371569071949,1158,50.4333333333333,56,4,0,212,112,36,5,17,410,"rural",65,0,0,2019,24.5690804830603,550,10,47,0.69715768595619,0.765686026090224
319,"Sankt P lten rural area <319>",2019,131044,3266,61290,0.046821687645153,9.7,37643.8352822543,1319.19787932093,0.0403540128130901,"AT123",45400,81,1286.88,101.830784533134,2706,55.55,36.5166666666667,5,1,269,161,44,4,28,310,"rural",92.4,0,0,2019,19.3994362128849,1141,66,40,0.42202882570686,0.685642277703394
320,"Scheibbs <320>",2019,41403,615,18993,0.0274431057563588,9,32653.0017101505,973.750341373432,0.0260068681207511,"AT121",35900,32,1023.46,40.4539503253669,1299,66.2,107.683333333333,0,1,120,75,20,8,13,420,"rural",51.4,0,0,2019,17.6684397016092,261,20,22,0.6186668746831,0.676186668746831
321,"Tulln <321>",2019,103771,2172,48962,0.0396285281614333,12.1,40513.5985404774,1729.54444744465,0.174298844313377,"AT126",29900,64,734.42,141.296533318809,3265,43.2666666666667,44.8166666666667,3,1,261,150,38,5,18,310,"rural",145.9,0,0,2019,18.0666952877964,1365,85,71,0.288164828597816,0.728608681479872
322,"Waidhofen an der Thaya <322>",2019,25888,549,12347,0.0405435344509268,8.5,32936.2791926358,1037.92902723041,0.0193926700958504,"AT124",32100,28,669.03,38.6948268388563,729,101.833333333333,600,0,0,75,53,13,4,9,430,"rural",16.2,0,0,2019,9.53000355150993,228,2,3,0.282831659398599,0.849634570677526
323,"Wiener Neustadt rural area <323>",2019,77991,2424,37057,0.0592172765915865,9.3,36368.3251627969,1705.6764744049,0.0233391802509463,"AT122",33200,59,969.84,80.4163573372928,1269,44.9166666666667,40.9,6,0,174,84,44,3,17,410,"rural",93.8,0,0,2019,19.7580014665579,812,69,23,0.617116740226327,0.789152216202648
325,"Zwettl <325>",2019,42222,618,19087,0.0267127728549816,8.2,31749.2937050414,997.456755666819,0.00797183604662475,"AT124",32100,60,1399.9,30.1607257661261,1659,85.0166666666667,600,2,1,104,77,15,5,10,430,"rural",18.4,0,0,2019,10.3328073643814,304,4,3,0.47395461681176,0.786563436563437
401,"Linz urban area <401>",2019,205726,8229,96853,0.0755834779972996,12,34631.8350312111,1801.18757742148,0.0973964419052788,"AT312",57700,139,95.99,2143.20241691843,3539,0,0,29,32,636,438,175,54,126,101,"urban",354.7,3,2,2019,72.2056778912882,183,75,123,0.223176661264182,0.366207455429498
402,"Steyr urban area <402>",2019,38193,1882,18626,0.096182347830531,9.2,35139.6608205349,1392.52203053435,0.121649201456724,"AT314",45200,35,26.56,1437.98945783133,2588,35.05,41.2666666666667,3,4,111,59,27,5,10,102,"urban",136.9,0,1,2019,64.3361373358957,56,10,8,0.114108640174991,0.359825009114109
403,"Wels urban area <403>",2019,61727,2665,29656,0.0830968788001621,10.8,31865.3606193095,1449.25681359045,0.0123830205594677,"AT312",57700,41,45.92,1344.22909407665,2013,26.4166666666667,23.8,7,8,225,121,63,22,42,102,"urban",217.1,0,1,2019,53.0235592249917,279,9,27,0.0753623188405797,0.397929606625259
404,"Braunau <404>",2019,104408,2439,47528,0.042879746835443,10.4,32746.0157412549,1073.37001384653,0.0319228084448451,"AT311",40000,83,1040.84,100.311287037393,2851,60.55,60.9333333333333,3,4,285,185,42,16,25,410,"rural",69.4,0,0,2019,20.3798973888237,1219,114,63,0.344540953621329,0.64625609300633
405,"Eferding <405>",2019,33156,428,14989,0.0235592007486101,9.6,34386.2295168716,915.223302125718,0.19956197912717,"AT312",57700,21,259.72,127.660557523487,2656,29.7333333333333,40.7833333333333,1,0,91,60,23,4,8,410,"rural",94.6,0,0,2019,19.374105523704,345,15,6,0.218049369668604,0.683739714652374
406,"Freistadt <406>",2019,66621,961,29998,0.0262403407694618,8.8,34918.6856040766,792.551660969213,0.0005132409539068,"AT313",28500,56,993.96,67.0258360497404,3183,37.1833333333333,50.783333333333,0,0,176,129,30,3,14,310,"rural",60.5,0,0,2019,17.555093413035,611,19,6,0.475833948824833,0.596638910529458
407,"Gmunden <407>",2019,101631,1810,48323,0.0339536279732873,11.5,35231.3907501795,756.42210746815,0.0108817041924079,"AT315",41900,70,1431.58,70.9921904469188,2920,49.1666666666667,54.4666666666667,3,0,296,216,62,14,50,410,"rural",110.7,0,0,2019,22.5072517090817,697,85,51,0.698923824777319,0.762082385006603
408,"Grieskirchen <408>",2019,64721,929,29030,0.0260289708890196,10,34295.0878524347,1079.79550916864,0.0139285990506189,"AT311",40000,51,579.06,111.76907401651,2089,40.0333333333333,37.6166666666667,0,1,214,128,41,6,19,410,"rural",57.4,0,0,2019,16.0395077467874,653,24,18,0.148885515147333,0.627354909944103
409,"Kirchdorf <409>",2019,56866,1005,25861,0.0324141267537494,8.8,33939.4552961158,1078.94887698132,0.0218435101884553,"AT311",40000,50,1240.01,45.8593075862291,2467,34.2833333333333,45.7666666666667,3,1,167,115,30,9,22,410,"rural",85.1,0,0,2019,23.2346603157985,483,29,19,0.628260574132845,0.745933025828783
410,"Linz rural area <410>",2019,150273,3556,69546,0.0440496983660981,10.4,37671.221479441,1240.94347171631,0.0533612423402335,"AT312",57700,64,460.41,326.389522382225,2551,13.5333333333333,26.45,7,8,378,277,112,28,48,310,"rural",191.5,0,0,2019,33.7886403809062,1030,89,83,0.139209169054441,0.756148997134671
411,"Perg <411>",2019,68459,1120,31015,0.0299113342591603,8.9,35202.140488089,920.10042593722,0.0915053466958944,"AT313",28500,53,613.52,111.583974442561,2357,29.95,40,3,2,173,140,26,5,20,410,"rural",71.2,0,0,2019,20.9404041225701,630,39,30,0.365982716008426,0.606415976910445
412,"Ried <412>",2019,61204,1161,27721,0.0346743123376042,9.8,32881.8095493252,1056.00272836681,0.0335677674738478,"AT311",40000,63,584.96,104.629376367615,2217,73.7333333333333,70.85,6,3,195,143,39,7,22,410,"rural",45.4,0,0,2019,19.2939907276792,640,63,17,0.181988131581655,0.653346139333859
413,"Rohrbach <413>",2019,56524,574,25419,0.0184536248191609,8.2,33842.3343067785,715.631767856753,0.00426867705043974,"AT313",28500,57,817.58,69.1357420680545,1917,46.3166666666667,114.583333333333,1,0,181,117,26,3,21,420,"rural",29.9,0,0,2019,13.5763705919007,559,4,9,0.398967413670545,0.533777295571601
414,"Sch rding <414>",2019,57307,798,26900,0.0262439569835893,8.4,32042.7544948484,1107.9287993734,0.0438492776220692,"AT311",40000,49,618.44,92.6637992367893,2089,72.2166666666667,51.4166666666667,3,0,182,109,35,2,14,430,"rural",32.1,0,0,2019,15.1076821362886,544,13,14,0.252061558719447,0.591934820179409
415,"Steyr rural area <415>",2019,60427,1121,27983,0.0345518431759339,9.3,37240.0913062309,581.085618871108,0.00519666530443866,"AT314",45200,36,971.73,62.1849690757721,2779,60.0333333333333,80,2,0,187,93,25,2,16,410,"rural",99.2,0,0,2019,17.345343536253,479,41,20,0.592541450697114,0.75127520789753
416,"Urfahr surroundings <416>",2019,85505,922,39235,0.019926518262373,10,40007.1140255022,1650.81269699513,0.0738122365241847,"AT312",57700,51,659.67,129.617839222642,3123,16.45,600,0,1,186,131,34,4,14,310,"rural",115.6,0,0,2019,16.7143841345801,813,69,41,0.360728613249485,0.553848298508387
417,"V cklabruck <417>",2019,136253,2748,63017,0.0375225299033262,11.9,34974.5791851292,835.887504145043,0.0369945893092119,"AT315",41900,91,1084.85,125.596165368484,2855,55,39.4333333333333,4,2,405,242,82,14,56,102,"urban",93.1,0,0,2019,21.7788879577996,1263,135,58,0.406396132571004,0.554055687258867
418,"Wels rural area <418>",2019,73094,1266,32691,0.0313343068584016,10.4,36932.1243902439,1032.86330125533,0.0151174735533359,"AT312",57700,42,457.71,159.695003386424,3129,40.4,600,7,3,224,147,58,7,18,310,"rural",129.5,0,1,2019,20.0576556720969,850,76,34,0.15380118225321,0.784964164302882
501,"Salzburg urban area <501>",2019,154211,4255,74668,0.0534930792150158,16.2,34025.2311911191,1380.95451142307,0.184953075561011,"AT323",56800,92,65.65,2348.98705255141,4194,0,0,15,14,613,351,125,34,94,101,"urban",1043,3,0,2019,55.1569857162409,149,101,42,0.196501381033802,0.236222543732737
502,"Hallein <502>",2019,60374,1079,27716,0.0330393777941086,13.3,34342.3308366255,647.275792657911,0.0515939080109932,"AT323",56800,44,668.35,90.3329094037555,4277,26.05,16.0166666666667,4,0,156,107,26,9,11,101,"urban",273.4,0,1,2019,30.5676379398339,256,55,15,0.681111931573442,0.68266568211187
503,"Salzburg surroundings <503>",2019,152281,2209,68041,0.0262226970560304,14,36838.9590118442,742.69798060355,0.00503392889675488,"AT323",56800,95,1004.47,151.603333101038,4134,15.2666666666667,15.8833333333333,5,3,500,307,106,17,83,310,"rural",259.6,3,0,2019,20.5293176900445,982,148,57,0.471806997154651,0.488027491684367
504,"St. Johann im Pongau <504>",2019,80573,2506,36358,0.0566775981001922,12,28470.904805033,639.223165329661,0.0067638503034399,"AT322",43800,60,1755.37,45.9008642052673,3499,53.1333333333333,50.7166666666667,1,2,243,198,53,7,20,420,"rural",239.2,0,0,2019,30.1363582434163,406,70,40,0.724670887233167,0.724670887233167
505,"Tamsweg <505>",2019,20320,476,9488,0.043943870014771,10.9,30150.6901474557,603.998703341173,0.0099880736524155,"AT321",36800,27,1019.65,19.9284068062571,2994,100,199.983333333333,0,0,69,38,10,1,8,420,"rural",82.2,0,0,2019,13.7587155872648,129,14,2,0.761729630065513,0.780353850378565
506,"Zell am See <506>",2019,87462,3033,39607,0.0633789572667433,13.2,27419.7967341096,660.188512217641,0.0274397851543361,"AT322",43800,73,2641.07,33.1161233893838,3883,81.5666666666667,119.216666666667,2,1,332,187,60,6,33,410,"rural",232.6,0,0,2019,25.7447360708472,594,74,45,0.649793064348483,0.649940470566002
601,"Graz urban area <601>",2019,288806,11575,134526,0.075025926886181,11.9,33336.9283619178,1491.53360558022,0.0319828591230813,"AT221",53000,147,127.57,2263.9021713569,3000,0,0,16,27,883,532,176,43,95,101,"urban",246.3,4,0,2019,51.031876133226,498,300,348,0.278471711976488,0.310139603232917
621,"Bruck-M rzzuschlag <621>",2019,98984,2598,50619,0.0537165305489507,8.2,35022.1637803968,976.909276377044,0.0142119659083017,"AT223",40300,65,2156.93,45.8911508486599,1155,59.3,90.8333333333333,5,2,229,136,37,9,29,410,"rural",54.1,0,0,2019,33.3329442690624,416,39,24,0.811261639550014,0.812788969997877
603,"Deutschlandsberg <603>",2019,60821,1383,28616,0.0429436422915696,9.4,34495.0375273553,626.438774517337,0.0348185524832875,"AT225",31500,44,863.47,70.4378843503538,2112,50.45,65.8,2,1,196,121,37,4,15,310,"rural",44.1,0,0,2019,15.2611071658382,418,56,8,0.632223985543341,0.696896683540491
606,"Graz surroundings <606>",2019,154260,2988,71213,0.0359796259949185,11.1,38192.8861941858,986.531438610138,0.0537953519128085,"AT221",53000,76,1084.55,142.234106311373,2832,25.8666666666667,57.4833333333333,7,4,410,262,86,17,52,310,"rural",92.6,0,0,2019,16.3235834990211,1737,287,70,0.573986420770848,0.645893348400782
622,"Hartberg-F rstenfeld <622>",2019,90622,1884,41901,0.0386691570370066,8.5,31728.3665780903,1357.99221587554,0.0615548079935876,"AT224",32600,85,1224.28,74.0206488711733,1485,56.3166666666667,111.4,0,0,284,193,49,9,36,420,"rural",25.4,0,0,2019,14.243437934101,727,40,14,0.463231797261025,0.691103570017975
610,"Leibnitz <610>",2019,84155,2144,38534,0.0469959010104996,10,32988.2616733344,870.26392445719,0.102487439625211,"AT225",31500,65,749.97,112.211155112871,2162,36.6666666666667,36.9666666666667,3,0,265,170,45,6,20,410,"rural",49.6,0,0,2019,17.6046800431212,908,120,32,0.389978300517859,0.665162346739087
611,"Leoben <611>",2019,60060,1545,30904,0.0529908080669502,8.7,34971.9376803814,785.947900747064,0.0121215339034467,"AT223",40300,40,1053.49,57.0105079307824,1287,46.4333333333333,52.9333333333333,4,3,124,92,23,6,9,310,"rural",57.3,1,0,2019,43.613571943695,294,17,20,0.804596492904582,0.811496010320608
612,"Liezen <612>",2019,79901,2130,38323,0.0512290153446534,9.7,30930.6324204498,649.565286599888,0.0240783420917494,"AT222",37800,72,3318.72,24.0758485199113,2117,100.116666666667,129.766666666667,5,0,215,129,42,6,25,420,"rural",83.1,0,0,2019,21.9371820968793,499,103,20,0.769000837312317,0.770930557097797
620,"Murtal <620>",2019,72004,1889,35881,0.0522935525842261,7.6,33691.7435016974,779.873317413427,0.0446849265480799,"AT226",33200,53,1675.81,42.9666847673662,940,58.65,150.366666666667,2,0,179,117,35,10,22,410,"rural",52,0,0,2019,33.0075524542838,340,28,10,0.77231694489181,0.807106478317456
614,"Murau <614>",2019,27659,487,13181,0.0336372427130819,8.3,31789.709925345,540.835408589652,0.0178733197229854,"AT226",33200,33,1385.48,19.96347836129,1050,75.9666666666667,155.35,0,0,60,38,12,2,6,420,"rural",56.8,0,0,2019,14.4169320496389,184,8,0,0.781483636363636,0.787781818181818
623,"S doststeiermark <623>",2019,84276,1570,39387,0.0349751609525719,8.8,31383.0427009448,465.363650910849,0.0556500642059165,"AT224",32600,68,982.96,85.7369577602344,1586,59.1666666666667,114.766666666667,1,1,212,176,42,6,31,410,"rural",25.1,0,0,2019,13.9891135074606,558,47,5,0.351358205018968,0.690797882052218
616,"Voitsberg <616>",2019,51161,1087,24968,0.0414996373076776,8.2,34033.2876049677,426.754892003387,0.0335250866727787,"AT225",31500,38,678.18,75.438674098322,1341,48.4666666666667,52,0,1,124,54,22,6,9,310,"rural",54.6,0,0,2019,19.6028002238945,311,45,11,0.681612765518967,0.702191865514551
617,"Weiz <617>",2019,90343,1301,41006,0.026369661714332,9.8,31665.84806402,876.572404980677,0.0349184274211713,"AT224",32600,69,1097.94,82.284095670073,2417,44.3333333333333,64.5166666666667,7,0,263,159,67,10,32,410,"rural",39.4,0,0,2019,16.433163076712,609,102,25,0.562110704125839,0.633183347898035
701,"Innsbruck urban area <701>",2019,132110,3155,63873,0.0462359130676906,18.8,30199.9098374352,1520.24944468176,0.0173205862043937,"AT332",47900,86,104.91,1259.26985034792,5071,0,0,8,9,489,302,96,26,55,101,"urban",1066.2,2,2,2019,62.3038161800834,57,77,66,0.493939393939394,0.512477718360071
702,"Imst <702>",2019,60056,1536,27136,0.0466585662211422,11.9,30132.6886209797,827.658572058282,0.00867764709817046,"AT334",45800,65,1724.96,34.8158797885168,3301,41.8833333333333,66.8166666666667,3,0,206,133,50,4,19,410,"rural",144.5,0,0,2019,17.6474398734901,536,71,34,0.465931747577317,0.470927806370844
703,"Innsbruck rural area <703>",2019,179318,2643,81606,0.0270488783363354,14.6,34298.5133459369,3009.26110390993,0.0158220223186702,"AT332",47900,124,1990.17,90.1018505956777,3698,11.25,30.4333333333333,7,2,396,283,78,13,46,310,"rural",318,1,0,2019,25.1544465803317,897,252,83,0.610427936507936,0.625092063492063
704,"Kitzb hel <704>",2019,63881,1637,29991,0.0483033343169076,16.3,28713.5985876755,858.049582008582,0.00744290355383481,"AT335",47800,48,1163.3,54.9136078397662,4592,82.1333333333333,70.016666666667,1,1,248,152,45,7,17,410,"rural",434.5,0,0,2019,21.663061902757,601,99,25,0.762792635608448,0.763929758773643
